 E              SP        Sig       dE     dN        SP1           Ions
    56.50       1.28E-16  1.10E-15    91.10  1.13E+15  1.00E-13     2759036
    57.50       1.45E-16  1.11E-15    91.62  1.12E+15  1.01E-13     2743320
    58.50       1.33E-16  1.11E-15    92.26  1.12E+15  1.03E-13     2724507
    59.50       1.21E-16  1.12E-15    92.80  1.11E+15  1.04E-13     2708712
    60.50       1.58E-16  1.13E-15    93.35  1.10E+15  1.05E-13     2692489
    61.50       1.58E-16  1.14E-15    93.82  1.09E+15  1.07E-13     2678966
    62.50       1.51E-16  1.14E-15    94.45  1.08E+15  1.08E-13     2661711
    63.50       9.91E-17  1.15E-15    94.74  1.08E+15  1.09E-13     2653087
    64.50       1.10E-16  1.16E-15    95.34  1.07E+15  1.11E-13     2636303
    65.50       1.04E-16  1.17E-15    95.75  1.06E+15  1.12E-13     2625236
    66.50       1.19E-16  1.18E-15    96.20  1.05E+15  1.13E-13     2613066
    67.50       1.35E-16  1.19E-15    96.52  1.04E+15  1.15E-13     2604283
    68.50       1.18E-16  1.20E-15    96.79  1.04E+15  1.16E-13     2596775
    69.50       1.33E-16  1.21E-15    97.24  1.03E+15  1.17E-13     2584833
    70.50       1.28E-16  1.22E-15    97.51  1.02E+15  1.19E-13     2578434
    71.50       1.59E-16  1.23E-15    97.76  1.01E+15  1.20E-13     2571108
    72.50       1.09E-16  1.24E-15    98.03  1.00E+15  1.21E-13     2564594
    73.50       1.59E-16  1.25E-15    98.34  9.91E+14  1.23E-13     2555871
    74.50       1.23E-16  1.26E-15    98.52  9.83E+14  1.24E-13     2551391
    75.50       1.31E-16  1.27E-15    98.70  9.73E+14  1.25E-13     2546910
    76.50       1.52E-16  1.28E-15    98.81  9.64E+14  1.27E-13     2544208
    77.50       1.22E-16  1.30E-15    98.67  9.54E+14  1.28E-13     2547832
    78.50       1.34E-16  1.31E-15    98.77  9.45E+14  1.29E-13     2544709
    79.50       1.49E-16  1.33E-15    98.66  9.33E+14  1.31E-13     2548109
    80.50       1.73E-16  1.34E-15    98.63  9.24E+14  1.32E-13     2548730
    81.50       1.70E-16  1.36E-15    98.62  9.13E+14  1.34E-13     2549139
    82.50       1.31E-16  1.37E-15    98.54  9.03E+14  1.35E-13     2551216
    83.50       1.24E-16  1.39E-15    98.37  8.92E+14  1.37E-13     2555283
    84.50       1.23E-16  1.40E-15    98.26  8.83E+14  1.38E-13     2558576
    85.50       1.73E-16  1.42E-15    98.23  8.72E+14  1.39E-13     2559161
    86.50       1.16E-16  1.44E-15    97.92  8.63E+14  1.41E-13     2567151
    87.50       1.47E-16  1.45E-15    97.81  8.52E+14  1.42E-13     2569950
    88.50       1.45E-16  1.47E-15    97.54  8.41E+14  1.43E-13     2577575
    89.50       1.82E-16  1.49E-15    97.34  8.30E+14  1.45E-13     2582306
    90.50       1.47E-16  1.51E-15    97.18  8.20E+14  1.46E-13     2587148
    91.50       1.45E-16  1.52E-15    97.04  8.11E+14  1.48E-13     2590259
    92.50       1.46E-16  1.54E-15    96.73  8.00E+14  1.49E-13     2599016
    93.50       1.38E-16  1.56E-15    96.47  7.90E+14  1.51E-13     2605953
    94.50       1.57E-16  1.58E-15    96.39  7.81E+14  1.52E-13     2608147
    95.50       1.35E-16  1.60E-15    96.12  7.71E+14  1.54E-13     2615665
    96.50       1.51E-16  1.62E-15    95.81  7.60E+14  1.55E-13     2623965
    97.50       2.10E-16  1.63E-15    95.82  7.54E+14  1.56E-13     2623584
    98.50       1.86E-16  1.65E-15    95.29  7.42E+14  1.58E-13     2638390
    99.50       1.61E-16  1.67E-15    95.18  7.33E+14  1.59E-13     2641225
   100.50       1.46E-16  1.69E-15    94.89  7.25E+14  1.60E-13     2648823
   106.00       1.79E-17  1.78E-15    92.98  6.81E+14  1.66E-13    27035777
   116.00       1.74E-17  1.94E-15    89.71  6.14E+14  1.74E-13    28022260
   126.00       2.08E-17  2.09E-15    86.79  5.61E+14  1.81E-13    28964558
   136.00       2.28E-17  2.22E-15    84.02  5.19E+14  1.86E-13    29918941
   146.00       1.91E-17  2.34E-15    81.47  4.85E+14  1.91E-13    30855449
   156.00       2.13E-17  2.46E-15    79.15  4.57E+14  1.94E-13    31760559
   166.00       2.12E-17  2.57E-15    76.96  4.33E+14  1.98E-13    32664037
   176.00       2.51E-17  2.67E-15    74.94  4.13E+14  2.00E-13    33545093
   186.00       2.05E-17  2.77E-15    73.09  3.95E+14  2.03E-13    34395656
   196.00       1.68E-17  2.86E-15    71.45  3.80E+14  2.05E-13    35185169
   206.00       1.60E-17  2.95E-15    69.40  3.67E+14  2.05E-13    36223746
   216.00       1.58E-17  3.03E-15    67.37  3.55E+14  2.04E-13    37314279
   226.00       1.59E-17  3.09E-15    65.63  3.45E+14  2.03E-13    38305729
   236.00       1.62E-17  3.15E-15    64.07  3.37E+14  2.02E-13    39236951
   246.00       1.59E-17  3.20E-15    62.72  3.30E+14  2.01E-13    40082632
   256.00       1.53E-17  3.24E-15    61.57  3.24E+14  1.99E-13    40831707
   266.00       1.44E-17  3.27E-15    60.46  3.20E+14  1.98E-13    41579975
   276.00       1.37E-17  3.30E-15    59.53  3.16E+14  1.97E-13    42230028
   286.00       1.41E-17  3.32E-15    58.74  3.13E+14  1.95E-13    42797053
   296.00       1.38E-17  3.34E-15    57.95  3.11E+14  1.93E-13    43380481
   306.00       1.28E-17  3.35E-15    57.26  3.09E+14  1.92E-13    43906166
   316.00       3.37E-17  3.29E-15    58.55  3.25E+14  1.93E-13    19229932
   326.00            NaN       NaN      NaN       NaN       NaN           0
   336.00            NaN       NaN      NaN       NaN       NaN           0
   346.00            NaN       NaN      NaN       NaN       NaN           0
   356.00            NaN       NaN      NaN       NaN       NaN           0
   366.00            NaN       NaN      NaN       NaN       NaN           0
   376.00            NaN       NaN      NaN       NaN       NaN           0
   386.00            NaN       NaN      NaN       NaN       NaN           0
   396.00            NaN       NaN      NaN       NaN       NaN           0
   406.00            NaN       NaN      NaN       NaN       NaN           0
   416.00            NaN       NaN      NaN       NaN       NaN           0
   426.00            NaN       NaN      NaN       NaN       NaN           0
   436.00            NaN       NaN      NaN       NaN       NaN           0
   446.00            NaN       NaN      NaN       NaN       NaN           0
   456.00            NaN       NaN      NaN       NaN       NaN           0
   466.00            NaN       NaN      NaN       NaN       NaN           0
   476.00            NaN       NaN      NaN       NaN       NaN           0
   486.00            NaN       NaN      NaN       NaN       NaN           0
   496.00            NaN       NaN      NaN       NaN       NaN           0
   506.00            NaN       NaN      NaN       NaN       NaN           0
   516.00            NaN       NaN      NaN       NaN       NaN           0
   526.00            NaN       NaN      NaN       NaN       NaN           0
   536.00            NaN       NaN      NaN       NaN       NaN           0
   546.00            NaN       NaN      NaN       NaN       NaN           0
   556.00            NaN       NaN      NaN       NaN       NaN           0
   566.00            NaN       NaN      NaN       NaN       NaN           0
   576.00            NaN       NaN      NaN       NaN       NaN           0
   586.00            NaN       NaN      NaN       NaN       NaN           0
   596.00            NaN       NaN      NaN       NaN       NaN           0
   606.00            NaN       NaN      NaN       NaN       NaN           0
   616.00            NaN       NaN      NaN       NaN       NaN           0
   626.00            NaN       NaN      NaN       NaN       NaN           0
   636.00            NaN       NaN      NaN       NaN       NaN           0
   646.00            NaN       NaN      NaN       NaN       NaN           0
   656.00            NaN       NaN      NaN       NaN       NaN           0
   666.00            NaN       NaN      NaN       NaN       NaN           0
   676.00            NaN       NaN      NaN       NaN       NaN           0
   686.00            NaN       NaN      NaN       NaN       NaN           0
   696.00            NaN       NaN      NaN       NaN       NaN           0
   706.00            NaN       NaN      NaN       NaN       NaN           0
   716.00            NaN       NaN      NaN       NaN       NaN           0
   726.00            NaN       NaN      NaN       NaN       NaN           0
   736.00            NaN       NaN      NaN       NaN       NaN           0
   746.00            NaN       NaN      NaN       NaN       NaN           0
   756.00            NaN       NaN      NaN       NaN       NaN           0
   766.00            NaN       NaN      NaN       NaN       NaN           0
   776.00            NaN       NaN      NaN       NaN       NaN           0
   786.00            NaN       NaN      NaN       NaN       NaN           0
   796.00            NaN       NaN      NaN       NaN       NaN           0
   806.00            NaN       NaN      NaN       NaN       NaN           0
   816.00            NaN       NaN      NaN       NaN       NaN           0
   826.00            NaN       NaN      NaN       NaN       NaN           0
   836.00            NaN       NaN      NaN       NaN       NaN           0
   846.00            NaN       NaN      NaN       NaN       NaN           0
   856.00            NaN       NaN      NaN       NaN       NaN           0
   866.00            NaN       NaN      NaN       NaN       NaN           0
   876.00            NaN       NaN      NaN       NaN       NaN           0
   886.00            NaN       NaN      NaN       NaN       NaN           0
   896.00            NaN       NaN      NaN       NaN       NaN           0
   906.00            NaN       NaN      NaN       NaN       NaN           0
   916.00            NaN       NaN      NaN       NaN       NaN           0
   926.00            NaN       NaN      NaN       NaN       NaN           0
   936.00            NaN       NaN      NaN       NaN       NaN           0
   946.00            NaN       NaN      NaN       NaN       NaN           0
   956.00            NaN       NaN      NaN       NaN       NaN           0
   966.00            NaN       NaN      NaN       NaN       NaN           0
   976.00            NaN       NaN      NaN       NaN       NaN           0
   986.00            NaN       NaN      NaN       NaN       NaN           0
   996.00            NaN       NaN      NaN       NaN       NaN           0
  1051.00            NaN       NaN      NaN       NaN       NaN           0
  1151.00            NaN       NaN      NaN       NaN       NaN           0
  1251.00            NaN       NaN      NaN       NaN       NaN           0
  1351.00            NaN       NaN      NaN       NaN       NaN           0
  1451.00            NaN       NaN      NaN       NaN       NaN           0
  1551.00            NaN       NaN      NaN       NaN       NaN           0
  1651.00            NaN       NaN      NaN       NaN       NaN           0
  1751.00            NaN       NaN      NaN       NaN       NaN           0
  1851.00            NaN       NaN      NaN       NaN       NaN           0
  1951.00            NaN       NaN      NaN       NaN       NaN           0
  2051.00            NaN       NaN      NaN       NaN       NaN           0
  2151.00            NaN       NaN      NaN       NaN       NaN           0
  2251.00            NaN       NaN      NaN       NaN       NaN           0
  2351.00            NaN       NaN      NaN       NaN       NaN           0
  2451.00            NaN       NaN      NaN       NaN       NaN           0
  2551.00            NaN       NaN      NaN       NaN       NaN           0
  2651.00            NaN       NaN      NaN       NaN       NaN           0
  2751.00            NaN       NaN      NaN       NaN       NaN           0
  2851.00            NaN       NaN      NaN       NaN       NaN           0
  2951.00            NaN       NaN      NaN       NaN       NaN           0
  3051.00            NaN       NaN      NaN       NaN       NaN           0
  3151.00            NaN       NaN      NaN       NaN       NaN           0
  3251.00            NaN       NaN      NaN       NaN       NaN           0
  3351.00            NaN       NaN      NaN       NaN       NaN           0
  3451.00            NaN       NaN      NaN       NaN       NaN           0
  3551.00            NaN       NaN      NaN       NaN       NaN           0
  3651.00            NaN       NaN      NaN       NaN       NaN           0
  3751.00            NaN       NaN      NaN       NaN       NaN           0
  3851.00            NaN       NaN      NaN       NaN       NaN           0
  3951.00            NaN       NaN      NaN       NaN       NaN           0
  4051.00            NaN       NaN      NaN       NaN       NaN           0
  4151.00            NaN       NaN      NaN       NaN       NaN           0
  4251.00            NaN       NaN      NaN       NaN       NaN           0
  4351.00            NaN       NaN      NaN       NaN       NaN           0
  4451.00            NaN       NaN      NaN       NaN       NaN           0
  4551.00            NaN       NaN      NaN       NaN       NaN           0
  4651.00            NaN       NaN      NaN       NaN       NaN           0
  4751.00            NaN       NaN      NaN       NaN       NaN           0
  4851.00            NaN       NaN      NaN       NaN       NaN           0
  4951.00            NaN       NaN      NaN       NaN       NaN           0
  5051.00            NaN       NaN      NaN       NaN       NaN           0
  5151.00            NaN       NaN      NaN       NaN       NaN           0
  5251.00            NaN       NaN      NaN       NaN       NaN           0
  5351.00            NaN       NaN      NaN       NaN       NaN           0
  5451.00            NaN       NaN      NaN       NaN       NaN           0
  5551.00            NaN       NaN      NaN       NaN       NaN           0
  5651.00            NaN       NaN      NaN       NaN       NaN           0
  5751.00            NaN       NaN      NaN       NaN       NaN           0
  5851.00            NaN       NaN      NaN       NaN       NaN           0
  5951.00            NaN       NaN      NaN       NaN       NaN           0
  6051.00            NaN       NaN      NaN       NaN       NaN           0
  6151.00            NaN       NaN      NaN       NaN       NaN           0
  6251.00            NaN       NaN      NaN       NaN       NaN           0
  6351.00            NaN       NaN      NaN       NaN       NaN           0
  6451.00            NaN       NaN      NaN       NaN       NaN           0
  6551.00            NaN       NaN      NaN       NaN       NaN           0
  6651.00            NaN       NaN      NaN       NaN       NaN           0
  6751.00            NaN       NaN      NaN       NaN       NaN           0
  6851.00            NaN       NaN      NaN       NaN       NaN           0
  6951.00            NaN       NaN      NaN       NaN       NaN           0
  7051.00            NaN       NaN      NaN       NaN       NaN           0
  7151.00            NaN       NaN      NaN       NaN       NaN           0
  7251.00            NaN       NaN      NaN       NaN       NaN           0
  7351.00            NaN       NaN      NaN       NaN       NaN           0
  7451.00            NaN       NaN      NaN       NaN       NaN           0
  7551.00            NaN       NaN      NaN       NaN       NaN           0
  7651.00            NaN       NaN      NaN       NaN       NaN           0
  7751.00            NaN       NaN      NaN       NaN       NaN           0
  7851.00            NaN       NaN      NaN       NaN       NaN           0
  7951.00            NaN       NaN      NaN       NaN       NaN           0
  8051.00            NaN       NaN      NaN       NaN       NaN           0
  8151.00            NaN       NaN      NaN       NaN       NaN           0
  8251.00            NaN       NaN      NaN       NaN       NaN           0
  8351.00            NaN       NaN      NaN       NaN       NaN           0
  8451.00            NaN       NaN      NaN       NaN       NaN           0
  8551.00            NaN       NaN      NaN       NaN       NaN           0
  8651.00            NaN       NaN      NaN       NaN       NaN           0
  8751.00            NaN       NaN      NaN       NaN       NaN           0
  8851.00            NaN       NaN      NaN       NaN       NaN           0
  8951.00            NaN       NaN      NaN       NaN       NaN           0
  9051.00            NaN       NaN      NaN       NaN       NaN           0
  9151.00            NaN       NaN      NaN       NaN       NaN           0
  9251.00            NaN       NaN      NaN       NaN       NaN           0
  9351.00            NaN       NaN      NaN       NaN       NaN           0
  9451.00            NaN       NaN      NaN       NaN       NaN           0
  9551.00            NaN       NaN      NaN       NaN       NaN           0
  9651.00            NaN       NaN      NaN       NaN       NaN           0
  9751.00            NaN       NaN      NaN       NaN       NaN           0
  9851.00            NaN       NaN      NaN       NaN       NaN           0
  9951.00            NaN       NaN      NaN       NaN       NaN           0
 10501.00            NaN       NaN      NaN       NaN       NaN           0
 11501.00            NaN       NaN      NaN       NaN       NaN           0
 12501.00            NaN       NaN      NaN       NaN       NaN           0
 13501.00            NaN       NaN      NaN       NaN       NaN           0
 14501.00            NaN       NaN      NaN       NaN       NaN           0
 15501.00            NaN       NaN      NaN       NaN       NaN           0
 16501.00            NaN       NaN      NaN       NaN       NaN           0
 17501.00            NaN       NaN      NaN       NaN       NaN           0
 18501.00            NaN       NaN      NaN       NaN       NaN           0
 19501.00            NaN       NaN      NaN       NaN       NaN           0
 20501.00            NaN       NaN      NaN       NaN       NaN           0
 21501.00            NaN       NaN      NaN       NaN       NaN           0
 22501.00            NaN       NaN      NaN       NaN       NaN           0
 23501.00            NaN       NaN      NaN       NaN       NaN           0
 24501.00            NaN       NaN      NaN       NaN       NaN           0
