 Charge state equilibrium fractions.
 Energy [keV/u] ONeg      O         O+        O2+       O3+       O4+       O5+       O6+       O7+       O8+
     2.50       3.06E-01  5.27E-01  1.29E-01  3.74E-02  1.02E-03  3.22E-05  3.48E-07  0.00E+00  0.00E+00  0.00E+00
     7.50       2.51E-01  5.10E-01  1.74E-01  6.03E-02  4.71E-03  1.96E-04  2.20E-06  0.00E+00  0.00E+00  0.00E+00
    12.50       1.75E-01  4.80E-01  2.41E-01  9.34E-02  1.06E-02  5.41E-04  8.36E-06  0.00E+00  0.00E+00  0.00E+00
    17.50       1.18E-01  4.45E-01  2.95E-01  1.24E-01  1.66E-02  1.02E-03  2.09E-05  3.59E-07  0.00E+00  0.00E+00
    22.50       8.31E-02  4.06E-01  3.32E-01  1.52E-01  2.43E-02  1.81E-03  4.98E-05  1.85E-07  0.00E+00  0.00E+00
    27.50       6.09E-02  3.65E-01  3.57E-01  1.80E-01  3.38E-02  3.07E-03  1.03E-04  2.10E-06  0.00E+00  0.00E+00
    32.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    37.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    42.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    47.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    52.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    57.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    62.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    67.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    72.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    77.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    82.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    87.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    92.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    97.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   102.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   107.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   112.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   117.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   122.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   127.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   132.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   137.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   142.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   147.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   152.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   157.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   162.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   167.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   172.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   177.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   182.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   187.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   192.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   197.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   202.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   207.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   212.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   217.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   222.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   227.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   232.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   237.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   242.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   247.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   252.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   257.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   262.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   267.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   272.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   277.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   282.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   287.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   292.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   297.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   302.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   307.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   312.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   317.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   322.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   327.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   332.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   337.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   342.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   347.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   352.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   357.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   362.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   367.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   372.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   377.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   382.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   387.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   392.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   397.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   402.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   407.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   412.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   417.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   422.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   427.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   432.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   437.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   442.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   447.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   452.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   457.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   462.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   467.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   472.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   477.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   482.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   487.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   492.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   497.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   502.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   507.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   512.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   517.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   522.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   527.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   532.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   537.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   542.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   547.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   552.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   557.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   562.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   567.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   572.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   577.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   582.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   587.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   592.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   597.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   602.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   607.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   612.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   617.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   622.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   627.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   632.50            NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
