 E              SP        Sig       dE     dN        SP1           Ions
 Various data to calculate stopping power for input of 1 ion/cm^2/s.
 Conversion from [eV*cm^2] to [(MeV/mg)*cm^2] is 3.345e-15.
 Ion Energy     dE/dN     Sigma       dE     dN        Sigma*dE      Counts
 [keV/u]        [eV*cm^2] [cm^2]      [eV]   [cm^-2]   [eV*cm^2]    per bin
     1.50       4.54E-18  2.93E-16    38.44  5.11E+15  1.12E-14     6507882
     2.50       6.11E-18  3.68E-16    38.39  3.61E+15  1.41E-14     6515156
     3.50       1.42E-17  4.63E-16    38.35  2.75E+15  1.77E-14     6532458
     4.50       1.08E-17  5.66E-16    38.30  2.26E+15  2.17E-14     6534713
     5.50       1.48E-17  6.70E-16    38.59  1.98E+15  2.58E-14     6498824
     6.50       1.51E-17  7.69E-16    39.10  1.80E+15  3.01E-14     6435019
     7.50       2.24E-17  8.57E-16    39.84  1.69E+15  3.41E-14     6355696
     8.50       1.73E-17  9.29E-16    39.79  1.62E+15  3.70E-14     6364846
     9.50       1.61E-17  9.85E-16    39.08  1.58E+15  3.85E-14     6464725
    10.50       1.88E-17  1.02E-15    39.17  1.56E+15  3.99E-14     6417430
    11.50       3.75E-17  1.03E-15    40.55  1.57E+15  4.18E-14     6198928
    12.50       2.19E-17  1.04E-15    41.97  1.57E+15  4.36E-14     5988879
    13.50       2.51E-17  1.04E-15    43.43  1.56E+15  4.52E-14     5788021
    14.50       2.44E-17  1.04E-15    44.88  1.56E+15  4.65E-14     5601406
    15.50       2.67E-17  1.03E-15    46.36  1.56E+15  4.78E-14     5422584
    16.50       5.05E-17  1.03E-15    47.88  1.55E+15  4.92E-14     5250822
    17.50       2.63E-17  1.02E-15    49.33  1.54E+15  5.03E-14     5095915
    18.50       3.20E-17  1.01E-15    50.80  1.53E+15  5.13E-14     4949419
    19.50       3.04E-17  1.00E-15    52.30  1.53E+15  5.25E-14     4807686
    20.50       3.79E-17  9.97E-16    53.75  1.52E+15  5.36E-14     4676956
    21.50       6.48E-17  9.90E-16    55.20  1.51E+15  5.46E-14     4554551
    22.50       3.03E-17  9.84E-16    56.65  1.50E+15  5.57E-14     4438265
    23.50       4.59E-17  9.79E-16    58.07  1.49E+15  5.68E-14     4330254
    24.50       5.01E-17  9.74E-16    59.48  1.47E+15  5.80E-14     4227063
    25.50       4.34E-17  9.69E-16    60.92  1.46E+15  5.91E-14     4127175
    26.50       5.24E-17  9.66E-16    62.32  1.45E+15  6.02E-14     4034522
    27.50       6.30E-17  9.63E-16    63.70  1.44E+15  6.13E-14     3947695
    28.50       5.87E-17  9.62E-16    65.02  1.43E+15  6.25E-14     3867370
    29.50       6.89E-17  9.57E-16    66.20  1.42E+15  6.34E-14     2992430
    30.50            NaN       NaN      NaN       NaN       NaN           0
    31.50            NaN       NaN      NaN       NaN       NaN           0
    32.50            NaN       NaN      NaN       NaN       NaN           0
    33.50            NaN       NaN      NaN       NaN       NaN           0
    34.50            NaN       NaN      NaN       NaN       NaN           0
    35.50            NaN       NaN      NaN       NaN       NaN           0
    36.50            NaN       NaN      NaN       NaN       NaN           0
    37.50            NaN       NaN      NaN       NaN       NaN           0
    38.50            NaN       NaN      NaN       NaN       NaN           0
    39.50            NaN       NaN      NaN       NaN       NaN           0
    40.50            NaN       NaN      NaN       NaN       NaN           0
    41.50            NaN       NaN      NaN       NaN       NaN           0
    42.50            NaN       NaN      NaN       NaN       NaN           0
    43.50            NaN       NaN      NaN       NaN       NaN           0
    44.50            NaN       NaN      NaN       NaN       NaN           0
    45.50            NaN       NaN      NaN       NaN       NaN           0
    46.50            NaN       NaN      NaN       NaN       NaN           0
    47.50            NaN       NaN      NaN       NaN       NaN           0
    48.50            NaN       NaN      NaN       NaN       NaN           0
    49.50            NaN       NaN      NaN       NaN       NaN           0
    50.50            NaN       NaN      NaN       NaN       NaN           0
    51.50            NaN       NaN      NaN       NaN       NaN           0
    52.50            NaN       NaN      NaN       NaN       NaN           0
    53.50            NaN       NaN      NaN       NaN       NaN           0
    54.50            NaN       NaN      NaN       NaN       NaN           0
    55.50            NaN       NaN      NaN       NaN       NaN           0
    56.50            NaN       NaN      NaN       NaN       NaN           0
    57.50            NaN       NaN      NaN       NaN       NaN           0
    58.50            NaN       NaN      NaN       NaN       NaN           0
    59.50            NaN       NaN      NaN       NaN       NaN           0
    60.50            NaN       NaN      NaN       NaN       NaN           0
    61.50            NaN       NaN      NaN       NaN       NaN           0
    62.50            NaN       NaN      NaN       NaN       NaN           0
    63.50            NaN       NaN      NaN       NaN       NaN           0
    64.50            NaN       NaN      NaN       NaN       NaN           0
    65.50            NaN       NaN      NaN       NaN       NaN           0
    66.50            NaN       NaN      NaN       NaN       NaN           0
    67.50            NaN       NaN      NaN       NaN       NaN           0
    68.50            NaN       NaN      NaN       NaN       NaN           0
