 E              SP        Sig       dE     dN        SP1           Ions
    56.50       8.50E-17  1.10E-15    91.13  1.13E+15  1.00E-13     2754991
    57.50       1.01E-16  1.11E-15    91.72  1.13E+15  1.01E-13     2737636
    58.50       1.01E-16  1.11E-15    92.32  1.12E+15  1.03E-13     2719780
    59.50       1.11E-16  1.12E-15    92.82  1.11E+15  1.04E-13     2704862
    60.50       1.48E-16  1.13E-15    93.31  1.10E+15  1.05E-13     2690602
    61.50       1.04E-16  1.14E-15    93.87  1.09E+15  1.07E-13     2674740
    62.50       1.04E-16  1.14E-15    94.38  1.08E+15  1.08E-13     2660520
    63.50       9.99E-17  1.15E-15    94.78  1.08E+15  1.09E-13     2649352
    64.50       1.08E-16  1.16E-15    95.25  1.07E+15  1.11E-13     2635798
    65.50       1.24E-16  1.17E-15    95.62  1.06E+15  1.12E-13     2625860
    66.50       9.98E-17  1.18E-15    96.13  1.05E+15  1.13E-13     2612110
    67.50       1.23E-16  1.19E-15    96.45  1.04E+15  1.15E-13     2603189
    68.50       1.05E-16  1.20E-15    96.82  1.03E+15  1.16E-13     2593602
    69.50       1.16E-16  1.21E-15    97.20  1.03E+15  1.17E-13     2583159
    70.50       1.03E-16  1.22E-15    97.50  1.02E+15  1.19E-13     2575588
    71.50       1.60E-16  1.23E-15    97.64  1.01E+15  1.20E-13     2571696
    72.50       1.10E-16  1.24E-15    98.13  9.98E+14  1.21E-13     2559107
    73.50       1.23E-16  1.25E-15    98.33  9.91E+14  1.23E-13     2553514
    74.50       1.24E-16  1.26E-15    98.50  9.83E+14  1.24E-13     2549181
    75.50       1.64E-16  1.27E-15    98.59  9.73E+14  1.25E-13     2546946
    76.50       1.35E-16  1.28E-15    98.69  9.62E+14  1.27E-13     2544317
    77.50       2.23E-16  1.30E-15    98.66  9.55E+14  1.28E-13     2545148
    78.50       1.63E-16  1.31E-15    98.79  9.43E+14  1.30E-13     2541717
    79.50       1.16E-16  1.33E-15    98.68  9.34E+14  1.31E-13     2544719
    80.50       1.19E-16  1.34E-15    98.66  9.25E+14  1.32E-13     2544991
    81.50       1.44E-16  1.36E-15    98.64  9.13E+14  1.34E-13     2545996
    82.50       1.28E-16  1.37E-15    98.44  9.03E+14  1.35E-13     2550791
    83.50       1.30E-16  1.39E-15    98.38  8.95E+14  1.36E-13     2552539
    84.50       1.36E-16  1.40E-15    98.21  8.83E+14  1.38E-13     2556941
    85.50       2.01E-16  1.42E-15    98.00  8.73E+14  1.39E-13     2562217
    86.50       2.20E-16  1.44E-15    97.98  8.61E+14  1.41E-13     2563185
    87.50       1.30E-16  1.45E-15    97.77  8.52E+14  1.42E-13     2568759
    88.50       1.43E-16  1.47E-15    97.58  8.41E+14  1.44E-13     2573264
    89.50       1.43E-16  1.49E-15    97.41  8.30E+14  1.45E-13     2578165
    90.50       1.51E-16  1.51E-15    97.21  8.19E+14  1.47E-13     2583158
    91.50       1.56E-16  1.53E-15    97.06  8.11E+14  1.48E-13     2587295
    92.50       1.45E-16  1.54E-15    96.62  8.00E+14  1.49E-13     2598842
    93.50       1.41E-16  1.56E-15    96.60  7.92E+14  1.51E-13     2599743
    94.50       3.34E-16  1.58E-15    96.31  7.81E+14  1.52E-13     2607466
    95.50       1.60E-16  1.60E-15    96.13  7.71E+14  1.54E-13     2612317
    96.50       2.80E-16  1.62E-15    95.90  7.62E+14  1.55E-13     2618416
    97.50       4.26E-16  1.64E-15    95.56  7.51E+14  1.57E-13     2628138
    98.50       1.64E-16  1.65E-15    95.37  7.42E+14  1.58E-13     2633151
    99.50       2.21E-16  1.67E-15    95.36  7.35E+14  1.59E-13     2633408
   100.50       1.81E-16  1.69E-15    94.79  7.24E+14  1.60E-13     2649521
   106.00       2.14E-17  1.78E-15    92.96  6.81E+14  1.66E-13    27011901
   116.00       1.87E-17  1.94E-15    89.73  6.13E+14  1.74E-13    27983918
   126.00       1.65E-17  2.09E-15    86.79  5.61E+14  1.81E-13    28932504
   136.00       1.82E-17  2.22E-15    83.99  5.19E+14  1.86E-13    29900232
   146.00       2.25E-17  2.34E-15    81.48  4.85E+14  1.91E-13    30818679
   156.00       1.91E-17  2.46E-15    79.15  4.57E+14  1.94E-13    31726689
   166.00       1.74E-17  2.57E-15    76.94  4.33E+14  1.98E-13    32637566
   176.00       1.65E-17  2.67E-15    74.92  4.13E+14  2.00E-13    33519856
   186.00       2.72E-17  2.73E-15    74.12  4.06E+14  2.03E-13    24121050
   196.00            NaN       NaN      NaN       NaN       NaN           0
   206.00            NaN       NaN      NaN       NaN       NaN           0
   216.00            NaN       NaN      NaN       NaN       NaN           0
   226.00            NaN       NaN      NaN       NaN       NaN           0
   236.00            NaN       NaN      NaN       NaN       NaN           0
   246.00            NaN       NaN      NaN       NaN       NaN           0
   256.00            NaN       NaN      NaN       NaN       NaN           0
   266.00            NaN       NaN      NaN       NaN       NaN           0
   276.00            NaN       NaN      NaN       NaN       NaN           0
   286.00            NaN       NaN      NaN       NaN       NaN           0
   296.00            NaN       NaN      NaN       NaN       NaN           0
   306.00            NaN       NaN      NaN       NaN       NaN           0
   316.00            NaN       NaN      NaN       NaN       NaN           0
   326.00            NaN       NaN      NaN       NaN       NaN           0
   336.00            NaN       NaN      NaN       NaN       NaN           0
   346.00            NaN       NaN      NaN       NaN       NaN           0
   356.00            NaN       NaN      NaN       NaN       NaN           0
   366.00            NaN       NaN      NaN       NaN       NaN           0
   376.00            NaN       NaN      NaN       NaN       NaN           0
   386.00            NaN       NaN      NaN       NaN       NaN           0
   396.00            NaN       NaN      NaN       NaN       NaN           0
   406.00            NaN       NaN      NaN       NaN       NaN           0
   416.00            NaN       NaN      NaN       NaN       NaN           0
   426.00            NaN       NaN      NaN       NaN       NaN           0
   436.00            NaN       NaN      NaN       NaN       NaN           0
   446.00            NaN       NaN      NaN       NaN       NaN           0
   456.00            NaN       NaN      NaN       NaN       NaN           0
   466.00            NaN       NaN      NaN       NaN       NaN           0
   476.00            NaN       NaN      NaN       NaN       NaN           0
   486.00            NaN       NaN      NaN       NaN       NaN           0
   496.00            NaN       NaN      NaN       NaN       NaN           0
   506.00            NaN       NaN      NaN       NaN       NaN           0
   516.00            NaN       NaN      NaN       NaN       NaN           0
   526.00            NaN       NaN      NaN       NaN       NaN           0
   536.00            NaN       NaN      NaN       NaN       NaN           0
   546.00            NaN       NaN      NaN       NaN       NaN           0
   556.00            NaN       NaN      NaN       NaN       NaN           0
   566.00            NaN       NaN      NaN       NaN       NaN           0
   576.00            NaN       NaN      NaN       NaN       NaN           0
   586.00            NaN       NaN      NaN       NaN       NaN           0
   596.00            NaN       NaN      NaN       NaN       NaN           0
   606.00            NaN       NaN      NaN       NaN       NaN           0
   616.00            NaN       NaN      NaN       NaN       NaN           0
   626.00            NaN       NaN      NaN       NaN       NaN           0
   636.00            NaN       NaN      NaN       NaN       NaN           0
   646.00            NaN       NaN      NaN       NaN       NaN           0
   656.00            NaN       NaN      NaN       NaN       NaN           0
   666.00            NaN       NaN      NaN       NaN       NaN           0
   676.00            NaN       NaN      NaN       NaN       NaN           0
   686.00            NaN       NaN      NaN       NaN       NaN           0
   696.00            NaN       NaN      NaN       NaN       NaN           0
   706.00            NaN       NaN      NaN       NaN       NaN           0
   716.00            NaN       NaN      NaN       NaN       NaN           0
   726.00            NaN       NaN      NaN       NaN       NaN           0
   736.00            NaN       NaN      NaN       NaN       NaN           0
   746.00            NaN       NaN      NaN       NaN       NaN           0
   756.00            NaN       NaN      NaN       NaN       NaN           0
   766.00            NaN       NaN      NaN       NaN       NaN           0
   776.00            NaN       NaN      NaN       NaN       NaN           0
   786.00            NaN       NaN      NaN       NaN       NaN           0
   796.00            NaN       NaN      NaN       NaN       NaN           0
   806.00            NaN       NaN      NaN       NaN       NaN           0
   816.00            NaN       NaN      NaN       NaN       NaN           0
   826.00            NaN       NaN      NaN       NaN       NaN           0
   836.00            NaN       NaN      NaN       NaN       NaN           0
   846.00            NaN       NaN      NaN       NaN       NaN           0
   856.00            NaN       NaN      NaN       NaN       NaN           0
   866.00            NaN       NaN      NaN       NaN       NaN           0
   876.00            NaN       NaN      NaN       NaN       NaN           0
   886.00            NaN       NaN      NaN       NaN       NaN           0
   896.00            NaN       NaN      NaN       NaN       NaN           0
   906.00            NaN       NaN      NaN       NaN       NaN           0
   916.00            NaN       NaN      NaN       NaN       NaN           0
   926.00            NaN       NaN      NaN       NaN       NaN           0
   936.00            NaN       NaN      NaN       NaN       NaN           0
   946.00            NaN       NaN      NaN       NaN       NaN           0
   956.00            NaN       NaN      NaN       NaN       NaN           0
   966.00            NaN       NaN      NaN       NaN       NaN           0
   976.00            NaN       NaN      NaN       NaN       NaN           0
   986.00            NaN       NaN      NaN       NaN       NaN           0
   996.00            NaN       NaN      NaN       NaN       NaN           0
  1051.00            NaN       NaN      NaN       NaN       NaN           0
  1151.00            NaN       NaN      NaN       NaN       NaN           0
  1251.00            NaN       NaN      NaN       NaN       NaN           0
  1351.00            NaN       NaN      NaN       NaN       NaN           0
  1451.00            NaN       NaN      NaN       NaN       NaN           0
  1551.00            NaN       NaN      NaN       NaN       NaN           0
  1651.00            NaN       NaN      NaN       NaN       NaN           0
  1751.00            NaN       NaN      NaN       NaN       NaN           0
  1851.00            NaN       NaN      NaN       NaN       NaN           0
  1951.00            NaN       NaN      NaN       NaN       NaN           0
  2051.00            NaN       NaN      NaN       NaN       NaN           0
  2151.00            NaN       NaN      NaN       NaN       NaN           0
  2251.00            NaN       NaN      NaN       NaN       NaN           0
  2351.00            NaN       NaN      NaN       NaN       NaN           0
  2451.00            NaN       NaN      NaN       NaN       NaN           0
  2551.00            NaN       NaN      NaN       NaN       NaN           0
  2651.00            NaN       NaN      NaN       NaN       NaN           0
  2751.00            NaN       NaN      NaN       NaN       NaN           0
  2851.00            NaN       NaN      NaN       NaN       NaN           0
  2951.00            NaN       NaN      NaN       NaN       NaN           0
  3051.00            NaN       NaN      NaN       NaN       NaN           0
  3151.00            NaN       NaN      NaN       NaN       NaN           0
  3251.00            NaN       NaN      NaN       NaN       NaN           0
  3351.00            NaN       NaN      NaN       NaN       NaN           0
  3451.00            NaN       NaN      NaN       NaN       NaN           0
  3551.00            NaN       NaN      NaN       NaN       NaN           0
  3651.00            NaN       NaN      NaN       NaN       NaN           0
  3751.00            NaN       NaN      NaN       NaN       NaN           0
  3851.00            NaN       NaN      NaN       NaN       NaN           0
  3951.00            NaN       NaN      NaN       NaN       NaN           0
  4051.00            NaN       NaN      NaN       NaN       NaN           0
  4151.00            NaN       NaN      NaN       NaN       NaN           0
  4251.00            NaN       NaN      NaN       NaN       NaN           0
  4351.00            NaN       NaN      NaN       NaN       NaN           0
  4451.00            NaN       NaN      NaN       NaN       NaN           0
  4551.00            NaN       NaN      NaN       NaN       NaN           0
  4651.00            NaN       NaN      NaN       NaN       NaN           0
  4751.00            NaN       NaN      NaN       NaN       NaN           0
  4851.00            NaN       NaN      NaN       NaN       NaN           0
  4951.00            NaN       NaN      NaN       NaN       NaN           0
  5051.00            NaN       NaN      NaN       NaN       NaN           0
  5151.00            NaN       NaN      NaN       NaN       NaN           0
  5251.00            NaN       NaN      NaN       NaN       NaN           0
  5351.00            NaN       NaN      NaN       NaN       NaN           0
  5451.00            NaN       NaN      NaN       NaN       NaN           0
  5551.00            NaN       NaN      NaN       NaN       NaN           0
  5651.00            NaN       NaN      NaN       NaN       NaN           0
  5751.00            NaN       NaN      NaN       NaN       NaN           0
  5851.00            NaN       NaN      NaN       NaN       NaN           0
  5951.00            NaN       NaN      NaN       NaN       NaN           0
  6051.00            NaN       NaN      NaN       NaN       NaN           0
  6151.00            NaN       NaN      NaN       NaN       NaN           0
  6251.00            NaN       NaN      NaN       NaN       NaN           0
  6351.00            NaN       NaN      NaN       NaN       NaN           0
  6451.00            NaN       NaN      NaN       NaN       NaN           0
  6551.00            NaN       NaN      NaN       NaN       NaN           0
  6651.00            NaN       NaN      NaN       NaN       NaN           0
  6751.00            NaN       NaN      NaN       NaN       NaN           0
  6851.00            NaN       NaN      NaN       NaN       NaN           0
  6951.00            NaN       NaN      NaN       NaN       NaN           0
  7051.00            NaN       NaN      NaN       NaN       NaN           0
  7151.00            NaN       NaN      NaN       NaN       NaN           0
  7251.00            NaN       NaN      NaN       NaN       NaN           0
  7351.00            NaN       NaN      NaN       NaN       NaN           0
  7451.00            NaN       NaN      NaN       NaN       NaN           0
  7551.00            NaN       NaN      NaN       NaN       NaN           0
  7651.00            NaN       NaN      NaN       NaN       NaN           0
  7751.00            NaN       NaN      NaN       NaN       NaN           0
  7851.00            NaN       NaN      NaN       NaN       NaN           0
  7951.00            NaN       NaN      NaN       NaN       NaN           0
  8051.00            NaN       NaN      NaN       NaN       NaN           0
  8151.00            NaN       NaN      NaN       NaN       NaN           0
  8251.00            NaN       NaN      NaN       NaN       NaN           0
  8351.00            NaN       NaN      NaN       NaN       NaN           0
  8451.00            NaN       NaN      NaN       NaN       NaN           0
  8551.00            NaN       NaN      NaN       NaN       NaN           0
  8651.00            NaN       NaN      NaN       NaN       NaN           0
  8751.00            NaN       NaN      NaN       NaN       NaN           0
  8851.00            NaN       NaN      NaN       NaN       NaN           0
  8951.00            NaN       NaN      NaN       NaN       NaN           0
  9051.00            NaN       NaN      NaN       NaN       NaN           0
  9151.00            NaN       NaN      NaN       NaN       NaN           0
  9251.00            NaN       NaN      NaN       NaN       NaN           0
  9351.00            NaN       NaN      NaN       NaN       NaN           0
  9451.00            NaN       NaN      NaN       NaN       NaN           0
  9551.00            NaN       NaN      NaN       NaN       NaN           0
  9651.00            NaN       NaN      NaN       NaN       NaN           0
  9751.00            NaN       NaN      NaN       NaN       NaN           0
  9851.00            NaN       NaN      NaN       NaN       NaN           0
  9951.00            NaN       NaN      NaN       NaN       NaN           0
 10501.00            NaN       NaN      NaN       NaN       NaN           0
 11501.00            NaN       NaN      NaN       NaN       NaN           0
 12501.00            NaN       NaN      NaN       NaN       NaN           0
 13501.00            NaN       NaN      NaN       NaN       NaN           0
 14501.00            NaN       NaN      NaN       NaN       NaN           0
 15501.00            NaN       NaN      NaN       NaN       NaN           0
 16501.00            NaN       NaN      NaN       NaN       NaN           0
 17501.00            NaN       NaN      NaN       NaN       NaN           0
 18501.00            NaN       NaN      NaN       NaN       NaN           0
 19501.00            NaN       NaN      NaN       NaN       NaN           0
 20501.00            NaN       NaN      NaN       NaN       NaN           0
 21501.00            NaN       NaN      NaN       NaN       NaN           0
 22501.00            NaN       NaN      NaN       NaN       NaN           0
 23501.00            NaN       NaN      NaN       NaN       NaN           0
 24501.00            NaN       NaN      NaN       NaN       NaN           0
