 E              SP        Sig       dE     dN        SP1           Ions
 Various data to calculate stopping power for input of 1 ion/cm^2/s.
 Conversion from [eV*cm^2] to [(MeV/mg)*cm^2] is 3.345e-15.
 Ion Energy     dE/dN     Sigma       dE     dN        Sigma*dE      Counts
 [keV/u]        [eV*cm^2] [cm^2]      [eV]   [cm^-2]   [eV*cm^2]    per bin
     1.50       4.64E-18  2.92E-16    38.47  5.10E+15  1.13E-14     6508405
     2.50       7.70E-18  3.68E-16    38.38  3.61E+15  1.41E-14     6527064
     3.50       6.83E-18  4.63E-16    38.32  2.75E+15  1.77E-14     6514428
     4.50       1.28E-17  5.65E-16    38.48  2.27E+15  2.18E-14     6497301
     5.50       1.75E-17  6.70E-16    38.82  1.98E+15  2.60E-14     6478952
     6.50       2.01E-17  7.69E-16    39.14  1.80E+15  3.01E-14     6449878
     7.50       3.29E-17  8.57E-16    39.61  1.69E+15  3.39E-14     6375406
     8.50       1.82E-17  9.29E-16    39.81  1.62E+15  3.70E-14     6363059
     9.50       2.62E-17  9.85E-16    39.08  1.57E+15  3.85E-14     6463015
    10.50       1.75E-17  1.02E-15    39.17  1.56E+15  3.99E-14     6418240
    11.50       2.12E-17  1.03E-15    40.56  1.57E+15  4.19E-14     6197167
    12.50       3.08E-17  1.04E-15    41.99  1.57E+15  4.36E-14     5986563
    13.50       3.02E-17  1.04E-15    43.42  1.57E+15  4.51E-14     5788631
    14.50       2.90E-17  1.04E-15    44.89  1.56E+15  4.65E-14     5600883
    15.50       3.30E-17  1.03E-15    46.35  1.56E+15  4.79E-14     5424535
    16.50       2.81E-17  1.03E-15    47.83  1.55E+15  4.91E-14     5256879
    17.50       3.22E-17  1.02E-15    49.33  1.54E+15  5.03E-14     5096838
    18.50       2.74E-17  1.01E-15    50.83  1.53E+15  5.14E-14     4946552
    19.50       3.92E-17  1.00E-15    52.28  1.53E+15  5.25E-14     4809166
    20.50       4.40E-17  9.97E-16    53.74  1.52E+15  5.36E-14     4678511
    21.50       3.63E-17  9.91E-16    55.21  1.51E+15  5.47E-14     4554616
    22.50       3.82E-17  9.84E-16    56.64  1.50E+15  5.57E-14     4439487
    23.50       3.77E-17  9.79E-16    58.11  1.49E+15  5.69E-14     4327224
    24.50       4.24E-17  9.75E-16    59.52  1.47E+15  5.80E-14     4225629
    25.50       4.64E-17  9.70E-16    60.90  1.46E+15  5.91E-14     4128865
    26.50       5.84E-17  9.67E-16    62.28  1.45E+15  6.02E-14     4037254
    27.50       4.62E-17  9.63E-16    63.67  1.44E+15  6.13E-14     3949608
    28.50       4.55E-17  9.61E-16    65.04  1.43E+15  6.25E-14     3866793
    29.50       4.75E-17  9.60E-16    66.35  1.42E+15  6.37E-14     3790433
    30.50       5.47E-17  9.59E-16    67.62  1.41E+15  6.49E-14     3718644
    31.50       5.22E-17  9.58E-16    68.89  1.40E+15  6.60E-14     3650312
    32.50       5.00E-17  9.59E-16    70.11  1.39E+15  6.72E-14     3587004
    33.50       6.16E-17  9.60E-16    71.35  1.38E+15  6.85E-14     3524587
    34.50       6.52E-17  9.63E-16    72.51  1.37E+15  6.98E-14     3468530
    35.50       5.68E-17  9.65E-16    73.65  1.35E+15  7.10E-14     3414782
    36.50       6.18E-17  9.67E-16    74.78  1.34E+15  7.23E-14     3363322
    37.50       6.05E-17  9.71E-16    75.88  1.33E+15  7.37E-14     3314289
    38.50       6.79E-17  9.75E-16    76.87  1.32E+15  7.49E-14     3271765
    39.50       6.61E-17  9.79E-16    77.90  1.31E+15  7.63E-14     3228470
    40.50       7.88E-17  9.84E-16    78.94  1.30E+15  7.77E-14     3186404
    41.50       1.12E-16  9.83E-16    79.89  1.29E+15  7.85E-14     2227601
    42.50            NaN       NaN      NaN       NaN       NaN           0
    43.50            NaN       NaN      NaN       NaN       NaN           0
    44.50            NaN       NaN      NaN       NaN       NaN           0
    45.50            NaN       NaN      NaN       NaN       NaN           0
    46.50            NaN       NaN      NaN       NaN       NaN           0
    47.50            NaN       NaN      NaN       NaN       NaN           0
    48.50            NaN       NaN      NaN       NaN       NaN           0
    49.50            NaN       NaN      NaN       NaN       NaN           0
    50.50            NaN       NaN      NaN       NaN       NaN           0
    51.50            NaN       NaN      NaN       NaN       NaN           0
    52.50            NaN       NaN      NaN       NaN       NaN           0
    53.50            NaN       NaN      NaN       NaN       NaN           0
    54.50            NaN       NaN      NaN       NaN       NaN           0
    55.50            NaN       NaN      NaN       NaN       NaN           0
    56.50            NaN       NaN      NaN       NaN       NaN           0
    57.50            NaN       NaN      NaN       NaN       NaN           0
    58.50            NaN       NaN      NaN       NaN       NaN           0
    59.50            NaN       NaN      NaN       NaN       NaN           0
    60.50            NaN       NaN      NaN       NaN       NaN           0
    61.50            NaN       NaN      NaN       NaN       NaN           0
    62.50            NaN       NaN      NaN       NaN       NaN           0
