 E              SP        Sig       dE     dN        SP1           Ions
 Various data to calculate stopping power for input of 1 ion/cm^2/s.
 Conversion from [eV*cm^2] to [(MeV/mg)*cm^2] is 3.345e-15.
 Ion Energy     dE/dN     Sigma       dE     dN        Sigma*dE      Counts
 [keV/u]        [eV*cm^2] [cm^2]      [eV]   [cm^-2]   [eV*cm^2]    per bin
     1.50       4.59E-18  2.93E-16    38.42  5.11E+15  1.12E-14     6496304
     2.50       6.83E-18  3.68E-16    38.43  3.61E+15  1.41E-14     6503673
     3.50       7.63E-18  4.63E-16    38.26  2.75E+15  1.77E-14     6504914
     4.50       1.02E-17  5.66E-16    38.43  2.26E+15  2.17E-14     6498359
     5.50       1.42E-17  6.70E-16    38.61  1.98E+15  2.59E-14     6482053
     6.50       2.59E-17  7.69E-16    39.15  1.80E+15  3.01E-14     6420280
     7.50       1.92E-17  8.57E-16    39.64  1.69E+15  3.40E-14     6364549
     8.50       1.65E-17  9.30E-16    39.78  1.62E+15  3.70E-14     6350579
     9.50       1.98E-17  9.85E-16    39.08  1.57E+15  3.85E-14     6445987
    10.50       1.81E-17  1.02E-15    39.17  1.56E+15  3.99E-14     6400588
    11.50       1.91E-17  1.03E-15    40.57  1.57E+15  4.19E-14     6180283
    12.50       3.75E-17  1.04E-15    41.97  1.57E+15  4.36E-14     5974100
    13.50       2.42E-17  1.04E-15    43.43  1.57E+15  4.52E-14     5773681
    14.50       2.71E-17  1.04E-15    44.89  1.56E+15  4.66E-14     5586361
    15.50       3.98E-17  1.03E-15    46.39  1.56E+15  4.79E-14     5404592
    16.50       3.82E-17  1.03E-15    47.85  1.55E+15  4.91E-14     5241063
    17.50       3.34E-17  1.02E-15    49.31  1.54E+15  5.02E-14     5085048
    18.50       4.96E-17  1.01E-15    50.80  1.53E+15  5.14E-14     4936381
    19.50       3.06E-17  1.00E-15    52.29  1.53E+15  5.25E-14     4795478
    20.50       3.28E-17  9.96E-16    53.72  1.52E+15  5.35E-14     4668234
    21.50       5.25E-17  9.91E-16    55.22  1.51E+15  5.47E-14     4542252
    22.50       3.51E-17  9.84E-16    56.62  1.50E+15  5.57E-14     4428817
    23.50       4.43E-17  9.79E-16    58.11  1.49E+15  5.69E-14     4315861
    24.50       5.75E-17  9.74E-16    59.49  1.48E+15  5.80E-14     4216399
    25.50       3.72E-17  9.70E-16    60.90  1.46E+15  5.91E-14     4117733
    26.50       5.14E-17  9.66E-16    62.29  1.45E+15  6.02E-14     4026341
    27.50       4.31E-17  9.64E-16    63.64  1.44E+15  6.13E-14     3941158
    28.50       6.27E-17  9.61E-16    65.02  1.43E+15  6.25E-14     3857303
    29.50       5.69E-17  9.59E-16    66.32  1.42E+15  6.36E-14     3782110
    30.50       4.18E-17  9.59E-16    67.61  1.41E+15  6.48E-14     3709907
    31.50       7.55E-17  9.59E-16    68.88  1.40E+15  6.61E-14     3641310
    32.50       5.07E-17  9.59E-16    70.09  1.39E+15  6.72E-14     3578852
    33.50       5.60E-17  9.61E-16    71.30  1.37E+15  6.85E-14     3518149
    34.50       6.54E-17  9.61E-16    72.51  1.37E+15  6.97E-14     3459091
    35.50       5.50E-17  9.64E-16    73.63  1.35E+15  7.10E-14     3406692
    36.50       1.08E-16  9.67E-16    74.80  1.34E+15  7.23E-14     3353415
    37.50       6.29E-17  9.71E-16    75.83  1.33E+15  7.36E-14     3307985
    38.50       6.97E-17  9.74E-16    76.92  1.32E+15  7.49E-14     3260685
    39.50       6.72E-17  9.79E-16    77.99  1.31E+15  7.64E-14     3216473
    40.50       8.94E-17  9.84E-16    78.92  1.30E+15  7.76E-14     3178534
    41.50       6.27E-17  9.89E-16    79.88  1.29E+15  7.90E-14     3140237
    42.50       7.85E-17  9.96E-16    80.81  1.27E+15  8.05E-14     3103948
    43.50       6.83E-17  1.00E-15    81.68  1.26E+15  8.18E-14     3071368
    44.50       8.23E-17  1.01E-15    82.56  1.25E+15  8.33E-14     3038304
    45.50       9.07E-17  1.02E-15    83.40  1.24E+15  8.48E-14     3008148
    46.50       1.00E-16  1.02E-15    84.13  1.23E+15  8.61E-14     2981784
    47.50       1.24E-16  1.03E-15    84.96  1.22E+15  8.77E-14     2952453
    48.50       8.41E-17  1.04E-15    85.67  1.21E+15  8.90E-14     2928180
    49.50       7.96E-17  1.05E-15    86.38  1.20E+15  9.06E-14     2903987
    50.50       8.93E-17  1.06E-15    87.12  1.19E+15  9.21E-14     2879168
    51.50       8.56E-17  1.06E-15    87.94  1.18E+15  9.36E-14     2852776
    52.50       1.25E-16  1.07E-15    88.57  1.17E+15  9.48E-14     2832543
    53.50       2.09E-16  1.08E-15    89.22  1.16E+15  9.62E-14     2811844
    54.50       9.93E-17  1.08E-15    89.79  1.15E+15  9.74E-14     2793875
    55.50       1.27E-16  1.09E-15    90.41  1.14E+15  9.86E-14     2774695
