 E              SP        Sig       dE     dN        SP1           Ions
 Various data to calculate stopping power for input of 1 ion/cm^2/s.
 Conversion from [eV*cm^2] to [(MeV/mg)*cm^2] is 3.345e-15.
 Ion Energy     dE/dN     Sigma       dE     dN        Sigma*dE      Counts
 [keV/u]        [eV*cm^2] [cm^2]      [eV]   [cm^-2]   [eV*cm^2]    per bin
     1.50       4.54E-18  2.93E-16    38.47  5.10E+15  1.13E-14     6506386
     2.50       8.19E-18  3.68E-16    38.41  3.61E+15  1.41E-14     6513300
     3.50       7.44E-18  4.63E-16    38.32  2.75E+15  1.77E-14     6531862
     4.50       1.05E-17  5.66E-16    38.31  2.27E+15  2.17E-14     6519305
     5.50       1.20E-17  6.70E-16    38.71  1.98E+15  2.59E-14     6496860
     6.50       1.35E-17  7.69E-16    39.08  1.80E+15  3.00E-14     6438997
     7.50       2.17E-17  8.57E-16    39.63  1.69E+15  3.40E-14     6380412
     8.50       1.72E-17  9.30E-16    39.84  1.62E+15  3.70E-14     6355964
     9.50       1.88E-17  9.85E-16    39.09  1.57E+15  3.85E-14     6461608
    10.50       1.90E-17  1.02E-15    39.16  1.56E+15  3.99E-14     6418224
    11.50       1.93E-17  1.03E-15    40.56  1.57E+15  4.19E-14     6197064
    12.50       2.54E-17  1.04E-15    41.99  1.57E+15  4.36E-14     5985775
    13.50       2.42E-17  1.04E-15    43.40  1.57E+15  4.51E-14     5791470
    14.50       2.54E-17  1.04E-15    44.86  1.56E+15  4.66E-14     5602529
    15.50       3.11E-17  1.03E-15    46.39  1.56E+15  4.79E-14     5418526
    16.50       3.17E-17  1.03E-15    47.85  1.55E+15  4.91E-14     5253183
    17.50       3.00E-17  1.02E-15    49.32  1.54E+15  5.03E-14     5097370
    18.50       3.13E-17  1.01E-15    50.79  1.53E+15  5.14E-14     4949545
    19.50       3.17E-17  1.00E-15    52.30  1.53E+15  5.25E-14     4806930
    20.50       4.52E-17  9.97E-16    53.77  1.52E+15  5.36E-14     4675766
    21.50       3.51E-17  9.91E-16    55.23  1.51E+15  5.47E-14     4551955
    22.50       3.48E-17  9.85E-16    56.67  1.50E+15  5.58E-14     4436738
    23.50       4.30E-17  9.79E-16    58.12  1.49E+15  5.69E-14     4325980
    24.50       4.69E-17  9.74E-16    59.54  1.47E+15  5.80E-14     4223068
    25.50       5.39E-17  9.69E-16    60.89  1.47E+15  5.90E-14     4128875
    26.50       4.21E-17  9.67E-16    62.30  1.45E+15  6.02E-14     4035417
    27.50       5.32E-17  9.63E-16    63.71  1.44E+15  6.14E-14     3946377
    28.50       4.02E-17  9.62E-16    65.03  1.43E+15  6.25E-14     3866370
    29.50       7.22E-17  9.60E-16    66.36  1.42E+15  6.37E-14     3789121
    30.50       7.95E-17  9.59E-16    67.59  1.41E+15  6.48E-14     3720198
    31.50       1.30E-16  9.58E-16    68.83  1.40E+15  6.60E-14     3652912
    32.50       5.92E-17  9.59E-16    70.12  1.39E+15  6.73E-14     3585765
    33.50       5.69E-17  9.60E-16    71.32  1.38E+15  6.85E-14     3525895
    34.50       7.89E-17  9.62E-16    72.55  1.37E+15  6.98E-14     3465592
    35.50       6.41E-17  9.64E-16    73.64  1.35E+15  7.10E-14     3414892
    36.50       6.22E-17  9.66E-16    74.78  1.34E+15  7.22E-14     3362813
    37.50       5.77E-17  9.71E-16    75.88  1.33E+15  7.37E-14     3313806
    38.50       7.07E-17  9.74E-16    76.92  1.32E+15  7.49E-14     3269343
    39.50       1.13E-16  9.79E-16    77.98  1.31E+15  7.64E-14     3224913
    40.50       5.93E-17  9.85E-16    78.97  1.29E+15  7.77E-14     3184156
    41.50       1.00E-16  9.90E-16    79.85  1.28E+15  7.90E-14     3149433
    42.50       8.26E-17  9.95E-16    80.83  1.27E+15  8.04E-14     3111042
    43.50       7.37E-17  1.00E-15    81.70  1.26E+15  8.18E-14     3077797
    44.50       9.38E-17  1.01E-15    82.53  1.25E+15  8.32E-14     3046953
    45.50       6.87E-17  1.02E-15    83.39  1.24E+15  8.48E-14     3015596
    46.50       7.31E-17  1.02E-15    84.19  1.23E+15  8.62E-14     2987196
    47.50       7.07E-17  1.03E-15    84.84  1.22E+15  8.75E-14     2964199
    48.50       9.45E-17  1.04E-15    85.63  1.21E+15  8.91E-14     2936255
    49.50       1.07E-16  1.05E-15    86.43  1.20E+15  9.07E-14     2909846
    50.50       9.87E-17  1.06E-15    87.18  1.19E+15  9.21E-14     2884378
    51.50       1.53E-16  1.07E-15    87.91  1.18E+15  9.36E-14     2860631
    52.50       9.60E-17  1.07E-15    88.58  1.17E+15  9.48E-14     2839094
    53.50       1.17E-16  1.08E-15    89.24  1.16E+15  9.62E-14     2818164
    54.50       1.89E-16  1.08E-15    89.91  1.15E+15  9.75E-14     2797294
    55.50       1.59E-16  1.09E-15    90.41  1.14E+15  9.87E-14     2781571
