 E              SP        Sig       dE     dN        SP1           Ions
 Various data to calculate stopping power for input of 1 ion/cm^2/s.
 Conversion from [eV*cm^2] to [(MeV/mg)*cm^2] is 3.345e-15.
 Ion Energy     dE/dN     Sigma       dE     dN        Sigma*dE      Counts
 [keV/u]        [eV*cm^2] [cm^2]      [eV]   [cm^-2]   [eV*cm^2]    per bin
   275.50            NaN       NaN      NaN       NaN       NaN           0
   276.50            NaN       NaN      NaN       NaN       NaN           0
   277.50            NaN       NaN      NaN       NaN       NaN           0
   278.50            NaN       NaN      NaN       NaN       NaN           0
   279.50            NaN       NaN      NaN       NaN       NaN           0
   280.50            NaN       NaN      NaN       NaN       NaN           0
   281.50            NaN       NaN      NaN       NaN       NaN           0
   282.50            NaN       NaN      NaN       NaN       NaN           0
   283.50            NaN       NaN      NaN       NaN       NaN           0
   284.50            NaN       NaN      NaN       NaN       NaN           0
   285.50            NaN       NaN      NaN       NaN       NaN           0
   286.50            NaN       NaN      NaN       NaN       NaN           0
   287.50            NaN       NaN      NaN       NaN       NaN           0
   288.50            NaN       NaN      NaN       NaN       NaN           0
   289.50            NaN       NaN      NaN       NaN       NaN           0
   290.50            NaN       NaN      NaN       NaN       NaN           0
   291.50            NaN       NaN      NaN       NaN       NaN           0
   292.50            NaN       NaN      NaN       NaN       NaN           0
   293.50            NaN       NaN      NaN       NaN       NaN           0
   294.50            NaN       NaN      NaN       NaN       NaN           0
   295.50            NaN       NaN      NaN       NaN       NaN           0
   296.50            NaN       NaN      NaN       NaN       NaN           0
   297.50            NaN       NaN      NaN       NaN       NaN           0
   298.50            NaN       NaN      NaN       NaN       NaN           0
   299.50            NaN       NaN      NaN       NaN       NaN           0
   300.50            NaN       NaN      NaN       NaN       NaN           0
   301.50            NaN       NaN      NaN       NaN       NaN           0
   302.50            NaN       NaN      NaN       NaN       NaN           0
   303.50            NaN       NaN      NaN       NaN       NaN           0
   304.50            NaN       NaN      NaN       NaN       NaN           0
   305.50            NaN       NaN      NaN       NaN       NaN           0
   306.50            NaN       NaN      NaN       NaN       NaN           0
   307.50            NaN       NaN      NaN       NaN       NaN           0
   308.50            NaN       NaN      NaN       NaN       NaN           0
   309.50            NaN       NaN      NaN       NaN       NaN           0
   310.50            NaN       NaN      NaN       NaN       NaN           0
   311.50            NaN       NaN      NaN       NaN       NaN           0
   312.50            NaN       NaN      NaN       NaN       NaN           0
   313.50            NaN       NaN      NaN       NaN       NaN           0
   314.50            NaN       NaN      NaN       NaN       NaN           0
   315.50            NaN       NaN      NaN       NaN       NaN           0
   316.50            NaN       NaN      NaN       NaN       NaN           0
   317.50            NaN       NaN      NaN       NaN       NaN           0
   318.50            NaN       NaN      NaN       NaN       NaN           0
   319.50            NaN       NaN      NaN       NaN       NaN           0
   320.50            NaN       NaN      NaN       NaN       NaN           0
   321.50            NaN       NaN      NaN       NaN       NaN           0
   322.50            NaN       NaN      NaN       NaN       NaN           0
   323.50            NaN       NaN      NaN       NaN       NaN           0
   324.50            NaN       NaN      NaN       NaN       NaN           0
   325.50            NaN       NaN      NaN       NaN       NaN           0
   326.50            NaN       NaN      NaN       NaN       NaN           0
   327.50            NaN       NaN      NaN       NaN       NaN           0
   328.50            NaN       NaN      NaN       NaN       NaN           0
   329.50            NaN       NaN      NaN       NaN       NaN           0
   330.50            NaN       NaN      NaN       NaN       NaN           0
   331.50            NaN       NaN      NaN       NaN       NaN           0
   332.50            NaN       NaN      NaN       NaN       NaN           0
   333.50            NaN       NaN      NaN       NaN       NaN           0
   334.50            NaN       NaN      NaN       NaN       NaN           0
   335.50            NaN       NaN      NaN       NaN       NaN           0
   336.50            NaN       NaN      NaN       NaN       NaN           0
   337.50            NaN       NaN      NaN       NaN       NaN           0
   338.50            NaN       NaN      NaN       NaN       NaN           0
   339.50            NaN       NaN      NaN       NaN       NaN           0
   340.50            NaN       NaN      NaN       NaN       NaN           0
   341.50            NaN       NaN      NaN       NaN       NaN           0
   342.50            NaN       NaN      NaN       NaN       NaN           0
   343.50            NaN       NaN      NaN       NaN       NaN           0
   344.50            NaN       NaN      NaN       NaN       NaN           0
   345.50            NaN       NaN      NaN       NaN       NaN           0
   346.50            NaN       NaN      NaN       NaN       NaN           0
   347.50            NaN       NaN      NaN       NaN       NaN           0
   348.50            NaN       NaN      NaN       NaN       NaN           0
