 E              SP        Sig       dE     dN        SP1           Ions
 Various data to calculate stopping power for input of 1 ion/cm^2/s.
 Conversion from [eV*cm^2] to [(MeV/mg)*cm^2] is 3.345e-15.
 Ion Energy     dE/dN     Sigma       dE     dN        Sigma*dE      Counts
 [keV/u]        [eV*cm^2] [cm^2]      [eV]   [cm^-2]   [eV*cm^2]    per bin
     1.50       4.14E-18  2.92E-16    38.47  5.10E+15  1.13E-14     6503812
     2.50       5.29E-18  3.68E-16    38.37  3.61E+15  1.41E-14     6516135
     3.50       1.09E-17  4.63E-16    38.35  2.75E+15  1.77E-14     6518923
     4.50       1.16E-17  5.66E-16    38.34  2.27E+15  2.17E-14     6520345
     5.50       1.09E-17  6.70E-16    38.60  1.98E+15  2.59E-14     6500603
     6.50       1.75E-17  7.69E-16    39.06  1.80E+15  3.00E-14     6431120
     7.50       1.47E-17  8.57E-16    39.66  1.69E+15  3.40E-14     6369567
     8.50       1.92E-17  9.30E-16    39.83  1.62E+15  3.70E-14     6355184
     9.50       1.85E-17  9.85E-16    39.07  1.57E+15  3.85E-14     6458397
    10.50       2.05E-17  1.02E-15    39.20  1.56E+15  3.99E-14     6406543
    11.50       2.21E-17  1.03E-15    40.55  1.57E+15  4.19E-14     6192676
    12.50       2.07E-17  1.04E-15    41.99  1.57E+15  4.36E-14     5980127
    13.50       2.21E-17  1.04E-15    43.39  1.57E+15  4.52E-14     5787670
    14.50       3.30E-17  1.04E-15    44.91  1.56E+15  4.66E-14     5591171
    15.50       2.81E-17  1.03E-15    46.37  1.56E+15  4.79E-14     5416142
    16.50       4.51E-17  1.03E-15    47.84  1.55E+15  4.91E-14     5249116
    17.50       2.99E-17  1.02E-15    49.35  1.54E+15  5.03E-14     5088684
    18.50       2.89E-17  1.01E-15    50.82  1.53E+15  5.14E-14     4942715
    19.50       3.25E-17  1.00E-15    52.27  1.52E+15  5.25E-14     4804199
    20.50       3.29E-17  9.97E-16    53.71  1.52E+15  5.36E-14     4676246
    21.50       3.13E-17  9.91E-16    55.19  1.51E+15  5.47E-14     4552175
    22.50       3.36E-17  9.84E-16    56.66  1.50E+15  5.58E-14     4432869
    23.50       3.66E-17  9.79E-16    58.07  1.48E+15  5.69E-14     4325187
    24.50       6.89E-17  9.74E-16    59.52  1.48E+15  5.79E-14     4220139
    25.50       3.70E-17  9.70E-16    60.91  1.46E+15  5.91E-14     4123924
    26.50       3.89E-17  9.67E-16    62.34  1.45E+15  6.03E-14     4029200
    27.50       7.44E-17  9.63E-16    63.65  1.45E+15  6.13E-14     3946197
    28.50       5.02E-17  9.62E-16    65.00  1.43E+15  6.25E-14     3864710
    29.50       6.49E-17  9.60E-16    66.38  1.42E+15  6.37E-14     3784471
    30.50       4.79E-17  9.59E-16    67.62  1.41E+15  6.48E-14     3715174
    31.50       5.03E-17  9.58E-16    68.90  1.40E+15  6.60E-14     3645925
    32.50       5.77E-17  9.59E-16    70.12  1.39E+15  6.73E-14     3583126
    33.50       5.02E-17  9.60E-16    71.31  1.38E+15  6.85E-14     3523030
    34.50       7.49E-17  9.62E-16    72.50  1.36E+15  6.97E-14     3464954
    35.50       8.55E-17  9.64E-16    73.59  1.35E+15  7.10E-14     3413816
    36.50       9.36E-17  9.66E-16    74.74  1.34E+15  7.22E-14     3361264
    37.50       8.90E-17  9.70E-16    75.87  1.33E+15  7.36E-14     3311380
    38.50       6.71E-17  9.74E-16    76.90  1.32E+15  7.49E-14     3266804
    39.50       8.55E-17  9.78E-16    77.97  1.31E+15  7.62E-14     3222304
    40.50       8.84E-17  9.85E-16    78.98  1.30E+15  7.78E-14     3180793
    41.50       7.69E-17  9.90E-16    79.93  1.28E+15  7.91E-14     3143185
    42.50       1.03E-16  9.96E-16    80.79  1.27E+15  8.04E-14     3109959
    43.50       1.01E-16  1.00E-15    81.71  1.26E+15  8.19E-14     3074584
    44.50       1.03E-16  1.01E-15    82.54  1.25E+15  8.33E-14     3043833
    45.50       8.26E-17  1.02E-15    83.40  1.24E+15  8.47E-14     3012474
    46.50       8.14E-17  1.02E-15    84.20  1.23E+15  8.63E-14     2983929
    47.50       9.92E-17  1.03E-15    84.91  1.22E+15  8.75E-14     2959004
    48.50       9.72E-17  1.04E-15    85.61  1.21E+15  8.90E-14     2934511
    49.50       1.04E-16  1.05E-15    86.41  1.20E+15  9.06E-14     2907728
    50.50       1.15E-16  1.06E-15    87.18  1.19E+15  9.21E-14     2881943
    51.50       9.33E-17  1.06E-15    87.94  1.18E+15  9.35E-14     2856858
    52.50       1.95E-16  1.07E-15    88.61  1.17E+15  9.49E-14     2835630
    53.50       2.57E-16  1.08E-15    89.23  1.16E+15  9.62E-14     2815855
    54.50       2.29E-16  1.08E-15    89.87  1.15E+15  9.75E-14     2795863
    55.50       1.10E-16  1.09E-15    90.48  1.14E+15  9.88E-14     2776910
