 E              SP        Sig       dE     dN        SP1           Ions
 Various data to calculate stopping power for input of 1 ion/cm^2/s.
 Conversion from [eV*cm^2] to [(MeV/mg)*cm^2] is 3.345e-15.
 Ion Energy     dE/dN     Sigma       dE     dN        Sigma*dE      Counts
 [keV/u]        [eV*cm^2] [cm^2]      [eV]   [cm^-2]   [eV*cm^2]    per bin
    56.50       9.46E-17  1.10E-15    91.16  1.13E+15  1.00E-13     2765233
    57.50       9.45E-17  1.11E-15    91.64  1.12E+15  1.01E-13     2749865
    58.50       9.64E-17  1.11E-15    92.31  1.12E+15  1.03E-13     2730414
    59.50       1.19E-16  1.12E-15    92.81  1.11E+15  1.04E-13     2715671
    60.50       1.14E-16  1.13E-15    93.33  1.10E+15  1.05E-13     2700545
    61.50       1.19E-16  1.14E-15    93.91  1.09E+15  1.07E-13     2684293
    62.50       1.10E-16  1.15E-15    94.33  1.08E+15  1.08E-13     2671987
    63.50       1.19E-16  1.15E-15    94.80  1.08E+15  1.09E-13     2658545
    64.50       1.10E-16  1.16E-15    95.29  1.07E+15  1.11E-13     2644958
    65.50       1.15E-16  1.17E-15    95.73  1.06E+15  1.12E-13     2633241
    66.50       1.59E-16  1.18E-15    96.14  1.05E+15  1.13E-13     2621824
    67.50       1.22E-16  1.19E-15    96.54  1.04E+15  1.14E-13     2610956
    68.50       1.36E-16  1.20E-15    96.94  1.03E+15  1.16E-13     2600196
    69.50       1.13E-16  1.21E-15    97.21  1.03E+15  1.17E-13     2592815
    70.50       1.16E-16  1.22E-15    97.66  1.02E+15  1.19E-13     2581169
    71.50       1.20E-16  1.22E-15    97.84  1.01E+15  1.20E-13     2576150
    72.50       2.89E-16  1.24E-15    98.08  1.00E+15  1.21E-13     2569985
    73.50       1.93E-16  1.25E-15    98.36  9.93E+14  1.23E-13     2562701
    74.50       1.45E-16  1.26E-15    98.55  9.83E+14  1.24E-13     2557778
    75.50       1.59E-16  1.27E-15    98.71  9.75E+14  1.25E-13     2553567
    76.50       1.32E-16  1.28E-15    98.76  9.63E+14  1.27E-13     2552613
    77.50       1.58E-16  1.30E-15    98.78  9.53E+14  1.28E-13     2551684
    78.50       1.25E-16  1.31E-15    98.64  9.44E+14  1.29E-13     2555252
    79.50       1.75E-16  1.32E-15    98.70  9.35E+14  1.31E-13     2554078
    80.50       1.43E-16  1.34E-15    98.61  9.25E+14  1.32E-13     2556286
    81.50       1.98E-16  1.35E-15    98.51  9.14E+14  1.33E-13     2559011
    82.50       1.20E-16  1.37E-15    98.50  9.04E+14  1.35E-13     2558869
    83.50       1.77E-16  1.39E-15    98.31  8.93E+14  1.37E-13     2564003
    84.50       1.79E-16  1.41E-15    98.17  8.82E+14  1.38E-13     2568047
    85.50       1.60E-16  1.42E-15    98.18  8.73E+14  1.39E-13     2567348
    86.50       1.57E-16  1.44E-15    98.06  8.61E+14  1.41E-13     2570522
    87.50       1.27E-16  1.45E-15    97.73  8.50E+14  1.42E-13     2579053
    88.50       1.25E-16  1.47E-15    97.57  8.41E+14  1.44E-13     2584175
    89.50       1.50E-16  1.49E-15    97.29  8.30E+14  1.45E-13     2591186
    90.50       2.39E-16  1.51E-15    97.33  8.21E+14  1.47E-13     2589532
    91.50       1.39E-16  1.53E-15    97.01  8.10E+14  1.48E-13     2598690
    92.50       1.39E-16  1.54E-15    96.79  8.01E+14  1.49E-13     2604711
    93.50       1.60E-16  1.56E-15    96.58  7.89E+14  1.51E-13     2609679
    94.50       1.87E-16  1.58E-15    96.37  7.79E+14  1.53E-13     2615844
    95.50       1.73E-16  1.60E-15    96.09  7.70E+14  1.54E-13     2623461
    96.50       1.80E-16  1.62E-15    95.82  7.62E+14  1.55E-13     2630514
    97.50       1.69E-16  1.64E-15    95.72  7.51E+14  1.57E-13     2633897
    98.50       1.56E-16  1.65E-15    95.44  7.43E+14  1.58E-13     2641289
    99.50       1.39E-16  1.67E-15    95.05  7.32E+14  1.59E-13     2652458
   100.50       2.00E-16  1.69E-15    95.00  7.26E+14  1.61E-13     2653139
   106.00       2.10E-17  1.78E-15    92.96  6.81E+14  1.66E-13    27114771
   116.00       1.94E-17  1.94E-15    89.71  6.13E+14  1.74E-13    28097729
   126.00       1.89E-17  2.09E-15    86.76  5.61E+14  1.81E-13    29052637
   136.00       1.76E-17  2.22E-15    84.02  5.19E+14  1.86E-13    30003347
   146.00       1.78E-17  2.34E-15    81.48  4.85E+14  1.91E-13    30938617
   156.00       2.01E-17  2.46E-15    79.10  4.56E+14  1.94E-13    31867425
   166.00       1.77E-17  2.57E-15    76.98  4.33E+14  1.98E-13    32746494
   176.00       2.08E-17  2.67E-15    74.97  4.13E+14  2.00E-13    33623226
   186.00       1.87E-17  2.77E-15    73.10  3.95E+14  2.03E-13    34482792
   196.00       1.84E-17  2.86E-15    71.42  3.80E+14  2.04E-13    35296028
   206.00       1.64E-17  2.95E-15    69.42  3.67E+14  2.05E-13    36314861
   216.00       2.33E-17  2.99E-15    68.54  3.66E+14  2.05E-13    26246551
   226.00            NaN       NaN      NaN       NaN       NaN           0
   236.00            NaN       NaN      NaN       NaN       NaN           0
   246.00            NaN       NaN      NaN       NaN       NaN           0
   256.00            NaN       NaN      NaN       NaN       NaN           0
   266.00            NaN       NaN      NaN       NaN       NaN           0
   276.00            NaN       NaN      NaN       NaN       NaN           0
   286.00            NaN       NaN      NaN       NaN       NaN           0
   296.00            NaN       NaN      NaN       NaN       NaN           0
   306.00            NaN       NaN      NaN       NaN       NaN           0
   316.00            NaN       NaN      NaN       NaN       NaN           0
   326.00            NaN       NaN      NaN       NaN       NaN           0
   336.00            NaN       NaN      NaN       NaN       NaN           0
   346.00            NaN       NaN      NaN       NaN       NaN           0
   356.00            NaN       NaN      NaN       NaN       NaN           0
   366.00            NaN       NaN      NaN       NaN       NaN           0
   376.00            NaN       NaN      NaN       NaN       NaN           0
   386.00            NaN       NaN      NaN       NaN       NaN           0
   396.00            NaN       NaN      NaN       NaN       NaN           0
   406.00            NaN       NaN      NaN       NaN       NaN           0
   416.00            NaN       NaN      NaN       NaN       NaN           0
   426.00            NaN       NaN      NaN       NaN       NaN           0
   436.00            NaN       NaN      NaN       NaN       NaN           0
   446.00            NaN       NaN      NaN       NaN       NaN           0
   456.00            NaN       NaN      NaN       NaN       NaN           0
   466.00            NaN       NaN      NaN       NaN       NaN           0
   476.00            NaN       NaN      NaN       NaN       NaN           0
   486.00            NaN       NaN      NaN       NaN       NaN           0
   496.00            NaN       NaN      NaN       NaN       NaN           0
   506.00            NaN       NaN      NaN       NaN       NaN           0
   516.00            NaN       NaN      NaN       NaN       NaN           0
   526.00            NaN       NaN      NaN       NaN       NaN           0
   536.00            NaN       NaN      NaN       NaN       NaN           0
   546.00            NaN       NaN      NaN       NaN       NaN           0
   556.00            NaN       NaN      NaN       NaN       NaN           0
   566.00            NaN       NaN      NaN       NaN       NaN           0
   576.00            NaN       NaN      NaN       NaN       NaN           0
   586.00            NaN       NaN      NaN       NaN       NaN           0
   596.00            NaN       NaN      NaN       NaN       NaN           0
   606.00            NaN       NaN      NaN       NaN       NaN           0
   616.00            NaN       NaN      NaN       NaN       NaN           0
   626.00            NaN       NaN      NaN       NaN       NaN           0
   636.00            NaN       NaN      NaN       NaN       NaN           0
   646.00            NaN       NaN      NaN       NaN       NaN           0
   656.00            NaN       NaN      NaN       NaN       NaN           0
   666.00            NaN       NaN      NaN       NaN       NaN           0
   676.00            NaN       NaN      NaN       NaN       NaN           0
   686.00            NaN       NaN      NaN       NaN       NaN           0
   696.00            NaN       NaN      NaN       NaN       NaN           0
   706.00            NaN       NaN      NaN       NaN       NaN           0
   716.00            NaN       NaN      NaN       NaN       NaN           0
   726.00            NaN       NaN      NaN       NaN       NaN           0
   736.00            NaN       NaN      NaN       NaN       NaN           0
   746.00            NaN       NaN      NaN       NaN       NaN           0
   756.00            NaN       NaN      NaN       NaN       NaN           0
   766.00            NaN       NaN      NaN       NaN       NaN           0
   776.00            NaN       NaN      NaN       NaN       NaN           0
   786.00            NaN       NaN      NaN       NaN       NaN           0
   796.00            NaN       NaN      NaN       NaN       NaN           0
   806.00            NaN       NaN      NaN       NaN       NaN           0
   816.00            NaN       NaN      NaN       NaN       NaN           0
   826.00            NaN       NaN      NaN       NaN       NaN           0
   836.00            NaN       NaN      NaN       NaN       NaN           0
   846.00            NaN       NaN      NaN       NaN       NaN           0
   856.00            NaN       NaN      NaN       NaN       NaN           0
   866.00            NaN       NaN      NaN       NaN       NaN           0
   876.00            NaN       NaN      NaN       NaN       NaN           0
   886.00            NaN       NaN      NaN       NaN       NaN           0
   896.00            NaN       NaN      NaN       NaN       NaN           0
   906.00            NaN       NaN      NaN       NaN       NaN           0
   916.00            NaN       NaN      NaN       NaN       NaN           0
   926.00            NaN       NaN      NaN       NaN       NaN           0
   936.00            NaN       NaN      NaN       NaN       NaN           0
   946.00            NaN       NaN      NaN       NaN       NaN           0
   956.00            NaN       NaN      NaN       NaN       NaN           0
   966.00            NaN       NaN      NaN       NaN       NaN           0
   976.00            NaN       NaN      NaN       NaN       NaN           0
   986.00            NaN       NaN      NaN       NaN       NaN           0
   996.00            NaN       NaN      NaN       NaN       NaN           0
  1051.00            NaN       NaN      NaN       NaN       NaN           0
  1151.00            NaN       NaN      NaN       NaN       NaN           0
  1251.00            NaN       NaN      NaN       NaN       NaN           0
  1351.00            NaN       NaN      NaN       NaN       NaN           0
  1451.00            NaN       NaN      NaN       NaN       NaN           0
  1551.00            NaN       NaN      NaN       NaN       NaN           0
  1651.00            NaN       NaN      NaN       NaN       NaN           0
  1751.00            NaN       NaN      NaN       NaN       NaN           0
  1851.00            NaN       NaN      NaN       NaN       NaN           0
  1951.00            NaN       NaN      NaN       NaN       NaN           0
  2051.00            NaN       NaN      NaN       NaN       NaN           0
  2151.00            NaN       NaN      NaN       NaN       NaN           0
  2251.00            NaN       NaN      NaN       NaN       NaN           0
  2351.00            NaN       NaN      NaN       NaN       NaN           0
  2451.00            NaN       NaN      NaN       NaN       NaN           0
  2551.00            NaN       NaN      NaN       NaN       NaN           0
  2651.00            NaN       NaN      NaN       NaN       NaN           0
  2751.00            NaN       NaN      NaN       NaN       NaN           0
  2851.00            NaN       NaN      NaN       NaN       NaN           0
  2951.00            NaN       NaN      NaN       NaN       NaN           0
  3051.00            NaN       NaN      NaN       NaN       NaN           0
  3151.00            NaN       NaN      NaN       NaN       NaN           0
  3251.00            NaN       NaN      NaN       NaN       NaN           0
  3351.00            NaN       NaN      NaN       NaN       NaN           0
  3451.00            NaN       NaN      NaN       NaN       NaN           0
  3551.00            NaN       NaN      NaN       NaN       NaN           0
  3651.00            NaN       NaN      NaN       NaN       NaN           0
  3751.00            NaN       NaN      NaN       NaN       NaN           0
  3851.00            NaN       NaN      NaN       NaN       NaN           0
  3951.00            NaN       NaN      NaN       NaN       NaN           0
  4051.00            NaN       NaN      NaN       NaN       NaN           0
  4151.00            NaN       NaN      NaN       NaN       NaN           0
  4251.00            NaN       NaN      NaN       NaN       NaN           0
  4351.00            NaN       NaN      NaN       NaN       NaN           0
  4451.00            NaN       NaN      NaN       NaN       NaN           0
  4551.00            NaN       NaN      NaN       NaN       NaN           0
  4651.00            NaN       NaN      NaN       NaN       NaN           0
  4751.00            NaN       NaN      NaN       NaN       NaN           0
  4851.00            NaN       NaN      NaN       NaN       NaN           0
  4951.00            NaN       NaN      NaN       NaN       NaN           0
  5051.00            NaN       NaN      NaN       NaN       NaN           0
  5151.00            NaN       NaN      NaN       NaN       NaN           0
  5251.00            NaN       NaN      NaN       NaN       NaN           0
  5351.00            NaN       NaN      NaN       NaN       NaN           0
  5451.00            NaN       NaN      NaN       NaN       NaN           0
  5551.00            NaN       NaN      NaN       NaN       NaN           0
  5651.00            NaN       NaN      NaN       NaN       NaN           0
  5751.00            NaN       NaN      NaN       NaN       NaN           0
  5851.00            NaN       NaN      NaN       NaN       NaN           0
  5951.00            NaN       NaN      NaN       NaN       NaN           0
  6051.00            NaN       NaN      NaN       NaN       NaN           0
  6151.00            NaN       NaN      NaN       NaN       NaN           0
  6251.00            NaN       NaN      NaN       NaN       NaN           0
  6351.00            NaN       NaN      NaN       NaN       NaN           0
  6451.00            NaN       NaN      NaN       NaN       NaN           0
  6551.00            NaN       NaN      NaN       NaN       NaN           0
  6651.00            NaN       NaN      NaN       NaN       NaN           0
  6751.00            NaN       NaN      NaN       NaN       NaN           0
  6851.00            NaN       NaN      NaN       NaN       NaN           0
  6951.00            NaN       NaN      NaN       NaN       NaN           0
  7051.00            NaN       NaN      NaN       NaN       NaN           0
  7151.00            NaN       NaN      NaN       NaN       NaN           0
  7251.00            NaN       NaN      NaN       NaN       NaN           0
  7351.00            NaN       NaN      NaN       NaN       NaN           0
  7451.00            NaN       NaN      NaN       NaN       NaN           0
  7551.00            NaN       NaN      NaN       NaN       NaN           0
  7651.00            NaN       NaN      NaN       NaN       NaN           0
  7751.00            NaN       NaN      NaN       NaN       NaN           0
  7851.00            NaN       NaN      NaN       NaN       NaN           0
  7951.00            NaN       NaN      NaN       NaN       NaN           0
  8051.00            NaN       NaN      NaN       NaN       NaN           0
  8151.00            NaN       NaN      NaN       NaN       NaN           0
  8251.00            NaN       NaN      NaN       NaN       NaN           0
  8351.00            NaN       NaN      NaN       NaN       NaN           0
  8451.00            NaN       NaN      NaN       NaN       NaN           0
  8551.00            NaN       NaN      NaN       NaN       NaN           0
  8651.00            NaN       NaN      NaN       NaN       NaN           0
  8751.00            NaN       NaN      NaN       NaN       NaN           0
  8851.00            NaN       NaN      NaN       NaN       NaN           0
  8951.00            NaN       NaN      NaN       NaN       NaN           0
  9051.00            NaN       NaN      NaN       NaN       NaN           0
  9151.00            NaN       NaN      NaN       NaN       NaN           0
  9251.00            NaN       NaN      NaN       NaN       NaN           0
  9351.00            NaN       NaN      NaN       NaN       NaN           0
  9451.00            NaN       NaN      NaN       NaN       NaN           0
  9551.00            NaN       NaN      NaN       NaN       NaN           0
  9651.00            NaN       NaN      NaN       NaN       NaN           0
  9751.00            NaN       NaN      NaN       NaN       NaN           0
  9851.00            NaN       NaN      NaN       NaN       NaN           0
  9951.00            NaN       NaN      NaN       NaN       NaN           0
 10501.00            NaN       NaN      NaN       NaN       NaN           0
 11501.00            NaN       NaN      NaN       NaN       NaN           0
 12501.00            NaN       NaN      NaN       NaN       NaN           0
 13501.00            NaN       NaN      NaN       NaN       NaN           0
 14501.00            NaN       NaN      NaN       NaN       NaN           0
 15501.00            NaN       NaN      NaN       NaN       NaN           0
 16501.00            NaN       NaN      NaN       NaN       NaN           0
 17501.00            NaN       NaN      NaN       NaN       NaN           0
 18501.00            NaN       NaN      NaN       NaN       NaN           0
 19501.00            NaN       NaN      NaN       NaN       NaN           0
 20501.00            NaN       NaN      NaN       NaN       NaN           0
 21501.00            NaN       NaN      NaN       NaN       NaN           0
 22501.00            NaN       NaN      NaN       NaN       NaN           0
 23501.00            NaN       NaN      NaN       NaN       NaN           0
 24501.00            NaN       NaN      NaN       NaN       NaN           0
